window,channel,mean,std,min,max,%flat,%saturated,flag
end,LPX4-LPX5,1e-08,5.4e-06,-1.92e-05,2.761e-05,0.0,0.0,ok
end,LPX5-LPX6,2e-08,6.43e-06,-2.869e-05,2.713e-05,0.0,0.0,ok
end,LPX6-LPX7,5e-08,9.61e-06,-4.432e-05,3.67e-05,0.0,0.0,ok
end,LPX7-LPX8,-1e-08,2.065e-05,-9.579e-05,8.129e-05,0.0,0.0,ok
end,LPX8-LPX9,-8e-08,2.877e-05,-0.00011902,0.00014585,0.0,0.0,ok
end,LPX9-LPX10,1e-08,1.442e-05,-5.58e-05,4.776e-05,0.0,0.0,ok
end,LPX10-LPX11,3e-08,5.82e-06,-2.181e-05,2.23e-05,0.0,0.0,ok
end,LPX11-LPX12,-1e-08,4.67e-06,-1.975e-05,1.708e-05,0.0,0.0,ok
end,LTS1-LTS2,4e-08,1.016e-05,-4.279e-05,4.239e-05,0.0,0.0,ok
end,LTS2-LTS3,-3e-08,1.368e-05,-7.348e-05,4.498e-05,0.0,0.0,ok
end,LTS3-LTS4,-1e-07,2.412e-05,-9.991e-05,0.00010143,0.0,0.0,ok
end,LTS4-LTS5,3.1e-07,3.584e-05,-0.00019073,0.00014308,0.0,0.0,ok
end,LTS5-LTS6,-1.4e-07,2.381e-05,-0.00010777,9.47e-05,0.0,0.0,ok
end,LTS6-LTS7,-3.1e-07,3.643e-05,-0.00015604,0.00022081,0.0,0.0,ok
end,LTS7-LTS8,-3e-08,1.069e-05,-4.375e-05,4.93e-05,0.0,0.0,ok
end,LFO1-LFO2,3e-08,1.051e-05,-7.78e-05,4.96e-05,0.0,0.0,ok
end,LFO2-LFO3,1e-07,2.236e-05,-0.00011489,8.316e-05,0.0,0.0,ok
end,LFO3-LFO4,-2e-08,2.415e-05,-9.04e-05,0.0001468,0.0,0.0,ok
end,LFO4-LFO5,-0.0,1.803e-05,-6.882e-05,0.00010095,0.0,0.0,ok
end,LFO5-LFO6,0.0,1.22e-05,-4.38e-05,4.249e-05,0.0,0.0,ok
end,LFO6-LFO7,-1e-08,1.902e-05,-6.585e-05,8.298e-05,0.0,0.0,ok
end,LFO7-LFO8,-1.1e-07,3.865e-05,-0.00014687,0.00013977,0.0,0.0,ok
end,LTM1-LTM2,-4e-08,1.684e-05,-9.349e-05,7.571e-05,0.0,0.0,ok
end,LTM2-LTM3,-4e-08,2.19e-05,-0.00015183,9.925e-05,0.0,0.0,ok
end,LTM3-LTM4,-1.6e-07,3.85e-05,-0.00022824,0.00016502,0.0,0.0,ok
end,LTM4-LTM5,1.9e-07,5.933e-05,-0.00029448,0.00041757,0.0,0.0,ok
end,LTM5-LTM6,-1.8e-07,4.212e-05,-0.00032366,0.00050995,0.0,0.0,ok
end,LTM6-LTM7,9e-08,1.787e-05,-0.00023378,0.00013106,0.0,0.0,ok
end,LTM7-LTM8,-9e-08,1.785e-05,-0.00012946,0.00023521,0.0,0.0,ok
